,annee,diplome,etablissement,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,taux_dinsertion,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,long_academie,lat_academie
2290,2011.0,MASTER ENS,Littoral - Côte d'Opale,Lille,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,30.0,79.0,100.0,22,12.8,1750.0,50.50882057909693,2.8705911873568644
2291,2011.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,34.0,69.0,71.0,22,12.8,1750.0,50.50882057909693,2.8705911873568644
2292,2011.0,MASTER ENS,Artois,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,454.0,80.0,96.0,37,12.8,1750.0,50.50882057909693,2.8705911873568644
2293,2011.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,33.0,72.0,88.0,37,12.8,1750.0,50.50882057909693,2.8705911873568644
2294,2012.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,35.0,76.0,92.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2295,2012.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,158.0,81.0,92.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2296,2012.0,MASTER ENS,Lille 1 - Sciences technologies,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,53.0,86.0,98.0,32,13.0,1780.0,50.50882057909693,2.8705911873568644
2297,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,316.0,89.0,88.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2298,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,56.0,90.0,81.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2299,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,56.0,90.0,84.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2300,2012.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,257.0,66.0,93.0,21,13.0,1780.0,50.50882057909693,2.8705911873568644
2301,2012.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,143.0,78.0,91.0,21,13.0,1780.0,50.50882057909693,2.8705911873568644
2302,2012.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,151.0,86.0,84.0,39,13.0,1780.0,50.50882057909693,2.8705911873568644
2303,2012.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,33.0,95.0,76.0,39,13.0,1780.0,50.50882057909693,2.8705911873568644
2304,2012.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,121.0,89.0,87.0,39,13.0,1780.0,50.50882057909693,2.8705911873568644
2305,2012.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,248.0,61.0,87.0,20,13.0,1780.0,50.50882057909693,2.8705911873568644
2306,2012.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,43.0,86.0,88.0,20,13.0,1780.0,50.50882057909693,2.8705911873568644
2307,2012.0,MASTER ENS,Artois,Lille,Masters enseignement,Masters enseignement,18 mois après le diplôme,318.0,81.0,97.0,44,13.0,1780.0,50.50882057909693,2.8705911873568644
2308,2012.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,72.0,84.0,88.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2309,2012.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,72.0,84.0,82.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2310,2012.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,44.0,80.0,89.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2311,2013.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,95.0,72.0,97.0,27,12.4,1820.0,50.50882057909693,2.8705911873568644
2312,2013.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,149.0,73.0,97.0,27,12.4,1820.0,50.50882057909693,2.8705911873568644
2313,2013.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,31.0,82.0,100.0,27,12.4,1820.0,50.50882057909693,2.8705911873568644
2314,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion",Économie,18 mois après le diplôme,135.0,88.0,88.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2315,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,369.0,92.0,87.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2316,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,369.0,92.0,91.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2317,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,303.0,96.0,94.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2318,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,67.0,95.0,93.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2319,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,80.0,98.0,91.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2320,2013.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,317.0,83.0,89.0,23,12.4,1820.0,50.50882057909693,2.8705911873568644
2321,2013.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion",Droit,18 mois après le diplôme,124.0,84.0,88.0,23,12.4,1820.0,50.50882057909693,2.8705911873568644
2322,2013.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,124.0,84.0,94.0,23,12.4,1820.0,50.50882057909693,2.8705911873568644
2323,2013.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,104.0,90.0,93.0,37,12.4,1820.0,50.50882057909693,2.8705911873568644
2324,2013.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,97.0,81.0,85.0,37,12.4,1820.0,50.50882057909693,2.8705911873568644
2325,2013.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,97.0,81.0,81.0,37,12.4,1820.0,50.50882057909693,2.8705911873568644
2326,2013.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,31.0,60.0,83.0,20,12.4,1820.0,50.50882057909693,2.8705911873568644
2327,2013.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,36.0,74.0,94.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2328,2013.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,31.0,61.0,78.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2329,2013.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,46.0,72.0,69.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2330,2013.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,46.0,72.0,85.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2331,2014.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,129.0,83.0,93.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2332,2014.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Droit,18 mois après le diplôme,29.0,78.0,90.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2333,2014.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,136.0,94.0,92.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2334,2014.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,303.0,93.0,87.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2335,2014.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,140.0,86.0,96.0,22,11.7,1830.0,50.50882057909693,2.8705911873568644
2336,2014.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,135.0,82.0,84.0,38,11.7,1830.0,50.50882057909693,2.8705911873568644
2337,2014.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,36.0,93.0,69.0,38,11.7,1830.0,50.50882057909693,2.8705911873568644
2338,2014.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,75.0,87.0,81.0,38,11.7,1830.0,50.50882057909693,2.8705911873568644
2339,2014.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,212.0,63.0,90.0,27,11.7,1830.0,50.50882057909693,2.8705911873568644
2340,2014.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,34.0,77.0,80.0,27,11.7,1830.0,50.50882057909693,2.8705911873568644
2341,2014.0,MASTER ENS,Artois,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,217.0,82.0,94.0,41,11.7,1830.0,50.50882057909693,2.8705911873568644
2342,2014.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,60.0,86.0,90.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2343,2014.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,47.0,79.0,80.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2344,2014.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,30.0,77.0,81.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2345,2015.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,33.0,90.0,97.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2346,2015.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,187.0,56.0,90.0,23,11.1,1825.0,50.50882057909693,2.8705911873568644
2347,2015.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,100.0,78.0,92.0,23,11.1,1825.0,50.50882057909693,2.8705911873568644
2348,2015.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,784.0,78.0,94.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2349,2015.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,784.0,78.0,92.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2350,2015.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Économie,30 mois après le diplôme,141.0,85.0,91.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2351,2015.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,96.0,89.0,79.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2352,2015.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,154.0,90.0,91.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2353,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,427.0,81.0,90.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2354,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,49.0,79.0,73.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2355,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,52.0,82.0,90.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2356,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,73.0,84.0,93.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2357,2015.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,84.0,86.0,94.0,32,11.1,1825.0,50.50882057909693,2.8705911873568644
2358,2015.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,46.0,84.0,96.0,32,11.1,1825.0,50.50882057909693,2.8705911873568644
2359,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,49.0,80.0,94.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2360,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Économie,18 mois après le diplôme,75.0,56.0,86.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2361,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Économie,30 mois après le diplôme,75.0,56.0,87.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2362,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,104.0,57.0,94.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2363,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,39.0,77.0,90.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2364,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,38.0,76.0,90.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2365,2016.0,MASTER LMD,Lille,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,144.0,81.0,87.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2366,2016.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,117.0,88.0,97.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2367,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,317.0,82.0,92.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2368,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,49.0,77.0,88.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2369,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,67.0,86.0,99.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2370,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,38.0,90.0,94.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2371,2016.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,69.0,80.0,90.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2372,2016.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,57.0,58.0,87.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2373,2016.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,57.0,58.0,89.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2374,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,96.0,76.0,100.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2375,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,35.0,73.0,82.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2376,2017.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,38.0,75.0,95.0,25,10.0,1850.0,50.50882057909693,2.8705911873568644
